,price,year,manufacturer,condition,odometer,type,group
10080,0,2010.0,toyota,excellent,118000.0,hatchback,1
10082,3997,2008.0,honda,excellent,242540.0,SUV,2
10083,0,2007.0,honda,excellent,118000.0,SUV,2
10087,0,2011.0,toyota,excellent,81000.0,sedan,1
10095,5300,2012.0,hyundai,excellent,130665.0,coupe,2
10096,11995,2010.0,chevrolet,excellent,102200.0,coupe,3
10098,8895,2004.0,ford,good,221000.0,pickup,2
10105,6300,2015.0,nissan,excellent,80065.0,sedan,1
10121,3297,2003.0,chevrolet,excellent,117544.0,sedan,3
10122,6997,2006.0,nissan,excellent,178508.0,pickup,1
10123,3997,2011.0,ford,excellent,182312.0,sedan,2
10124,3497,2001.0,honda,excellent,198880.0,SUV,2
10125,9997,2009.0,gmc,excellent,177893.0,SUV,2
10126,9997,2012.0,ford,excellent,149988.0,SUV,2
10127,0,2008.0,chevrolet,excellent,123176.0,sedan,3
10128,3997,2009.0,chevrolet,excellent,134565.0,coupe,3
10130,9000,2006.0,mercedes-benz,excellent,67437.0,convertible,1
10139,4495,2001.0,ford,excellent,53082.0,convertible,2
10140,10500,2005.0,chevrolet,good,39000.0,van,3
10144,8995,2008.0,chevrolet,excellent,160859.0,truck,3
10151,2500,2006.0,hyundai,excellent,200000.0,sedan,2
10152,2500,2008.0,volkswagen,excellent,181526.0,hatchback,1
10156,27000,2013.0,chevrolet,excellent,203.0,truck,3
10176,800,2002.0,ford,salvage,130000.0,SUV,2
10179,10995,2016.0,ford,like new,38000.0,hatchback,2
10196,6500,2005.0,ford,excellent,220000.0,pickup,2
10201,0,2019.0,jeep,excellent,13245.0,SUV,2
10207,0,2018.0,nissan,excellent,6970.0,mini-van,1
10208,3900,2005.0,toyota,excellent,162000.0,sedan,1
10210,0,2018.0,nissan,excellent,41863.0,sedan,1
10236,29000,2016.0,ford,good,26230.0,pickup,2
10237,22400,2010.0,gmc,good,33759.0,pickup,2
10243,2500,2003.0,toyota,good,189000.0,sedan,1
10256,6600,2005.0,lexus,good,153000.0,SUV,2
10258,9000,2005.0,ford,good,197000.0,truck,2
10260,24900,2017.0,chevrolet,good,30374.0,other,3
10261,29800,2018.0,ford,good,35701.0,other,2
10262,26300,2015.0,toyota,good,80291.0,pickup,1
10268,26700,2018.0,dodge,good,16974.0,coupe,3
10270,6000,2008.0,cadillac,fair,206000.0,SUV,3
10273,0,2009.0,nissan,excellent,136953.0,SUV,1
10291,25000,2019.0,chevrolet,good,6012.0,coupe,3
10292,23300,2015.0,chevrolet,good,47851.0,pickup,3
10296,6200,2011.0,mazda,excellent,98650.0,sedan,1
10297,7200,2013.0,volkswagen,excellent,115270.0,sedan,1
10299,10500,2015.0,hyundai,excellent,53010.0,sedan,2
10304,14800,2015.0,chevrolet,good,16322.0,sedan,3
10305,7500,2008.0,nissan,excellent,56875.0,coupe,1
10308,21500,2012.0,ford,excellent,78.0,pickup,2
10315,20200,2015.0,audi,good,33058.0,sedan,3
10316,13900,2015.0,nissan,good,51681.0,sedan,1
10318,4000,2008.0,honda,good,108502.0,coupe,2
10319,1950,2004.0,kia,good,130000.0,sedan,2
10320,2850,2000.0,ford,good,150000.0,SUV,2
10324,6500,2011.0,jeep,good,148000.0,SUV,2
10325,15989,2014.0,lexus,like new,90000.0,sedan,2
10332,20600,2016.0,bmw,good,31444.0,coupe,3
10336,25600,2015.0,gmc,good,17290.0,other,2
10337,24600,2016.0,bmw,good,48320.0,other,3
10341,20000,2005.0,subaru,like new,63000.0,sedan,1
10342,13800,2010.0,toyota,good,72033.0,hatchback,1
10343,14399,2013.0,volvo,like new,113.0,wagon,1
10345,10990,2012.0,volkswagen,like new,37.0,wagon,1
10346,10400,2012.0,volkswagen,like new,48.0,hatchback,1
10347,22998,2011.0,toyota,like new,117.0,truck,1
10348,17000,2010.0,toyota,like new,136.0,truck,1
10349,7995,2010.0,subaru,good,112.0,SUV,1
10351,19498,2012.0,ram,excellent,126.0,truck,1
10353,24998,2015.0,ram,like new,25220.0,truck,1
10354,13500,2011.0,nissan,excellent,130.0,truck,1
10355,5995,2009.0,nissan,good,71.0,hatchback,1
10356,19998,2009.0,nissan,like new,66.0,coupe,1
10357,4399,2006.0,nissan,good,88.0,sedan,1
10359,22498,2012.0,jeep,excellent,83.0,offroad,2
10360,14390,2004.0,jeep,excellent,135.0,offroad,2
10361,8250,2009.0,hyundai,excellent,111.0,SUV,2
10362,8790,2007.0,hyundai,excellent,72.0,SUV,2
10363,21000,2010.0,ford,excellent,132.0,truck,2
10364,17998,2006.0,ford,excellent,144.0,truck,2
10366,15998,2009.0,ford,excellent,106.0,truck,2
10368,28998,2015.0,ford,like new,97.0,SUV,2
10371,5500,2010.0,ford,excellent,146100.0,SUV,2
10374,18498,2006.0,ford,like new,123.0,truck,2
10375,13500,2016.0,ford,like new,73.0,hatchback,2
10376,6990,2003.0,ford,excellent,137.0,truck,2
10380,23800,2018.0,dodge,good,10469.0,coupe,3
10381,24998,2008.0,ford,like new,72.0,truck,2
10385,14500,2007.0,harley-davidson,like new,145.0,truck,2
10386,14899,2012.0,mercedes-benz,like new,64000.0,coupe,1
10387,25998,2014.0,ford,excellent,91.0,truck,2
10388,23790,2015.0,ford,like new,110.0,truck,2
10389,20990,2009.0,ram,excellent,133.0,truck,1
10390,10990,2003.0,ram,good,179.0,truck,1
10391,10800,2006.0,ram,excellent,123.0,truck,1
10392,14990,2006.0,ram,excellent,134.0,truck,1
10394,6398,2001.0,ram,excellent,125.0,truck,1
10395,9500,2010.0,chrysler,like new,89.0,sedan,3
10396,19290,2012.0,chevrolet,excellent,111.0,truck,3
10397,13998,2008.0,chevrolet,excellent,129.0,SUV,3
10398,7495,2013.0,kia,excellent,94536.0,sedan,2
10400,24981,2014.0,ram,like new,90300.0,truck,1
10401,16890,2003.0,chevrolet,excellent,115.0,truck,3
10403,16499,2017.0,ford,like new,18000.0,sedan,2
10410,25400,2017.0,buick,good,37909.0,other,3
10411,24600,2018.0,chrysler,good,45292.0,mini-van,3
10422,25300,2017.0,mazda,good,11739.0,other,1
10423,10000,2013.0,chrysler,good,65607.0,van,3
10424,3999,2003.0,nissan,excellent,122000.0,SUV,1
10425,3499,2004.0,toyota,excellent,118000.0,sedan,1
10426,7495,2011.0,gmc,excellent,127589.0,SUV,2
10427,2000,2000.0,ford,excellent,209000.0,SUV,2
10429,3995,2012.0,nissan,excellent,120550.0,sedan,1
10431,3500,2010.0,mercury,excellent,119756.0,sedan,1
10434,750,2000.0,dodge,salvage,172278.0,mini-van,3
10439,2500,2005.0,ford,good,155000.0,SUV,2
10440,26600,2015.0,chevrolet,good,11350.0,coupe,3
10446,15495,2010.0,chevrolet,excellent,164572.0,SUV,3
10450,23322,2018.0,ford,excellent,37267.0,van,2
10452,25677,2018.0,chevrolet,like new,5655.0,van,3
10453,29755,2018.0,ford,excellent,23990.0,van,2
10459,26677,2019.0,chevrolet,like new,151.0,van,3
10460,18744,2016.0,ram,excellent,17226.0,mini-van,1
10464,29644,2019.0,chevrolet,excellent,8756.0,van,3
10466,28650,2018.0,chevrolet,excellent,35410.0,pickup,3
10473,12000,2004.0,chevrolet,good,204000.0,truck,3
10474,6100,2004.0,ford,good,109500.0,pickup,2
10475,7000,2010.0,jeep,excellent,99000.0,SUV,2
10478,1299,2003.0,ford,good,187000.0,sedan,2
10479,19600,2013.0,bmw,like new,35691.0,sedan,3
10480,8700,2012.0,honda,excellent,47062.0,coupe,2
10482,27566,2018.0,dodge,excellent,33498.0,mini-van,3
10484,23900,2011.0,infiniti,like new,77000.0,SUV,2
10486,14000,2015.0,volkswagen,good,76661.0,sedan,1
10487,21200,2017.0,honda,good,19458.0,sedan,2
10488,19900,2013.0,bmw,good,75665.0,sedan,3
10498,27866,2019.0,ford,excellent,6734.0,van,2
10501,3200,2008.0,ford,good,150200.0,sedan,2
10503,1100,2002.0,honda,good,240000.0,van,2
10504,6500,2011.0,buick,excellent,85000.0,sedan,3
10505,4000,2009.0,hyundai,good,129436.0,sedan,2
10506,5990,2007.0,bmw,like new,118784.0,sedan,3
10507,8990,2010.0,mazda,like new,105588.0,hatchback,1
10508,17990,2016.0,subaru,like new,43141.0,wagon,1
10510,6990,2010.0,chevrolet,like new,152248.0,SUV,3
10511,7990,2011.0,volkswagen,excellent,94162.0,SUV,1
10513,13495,2014.0,cadillac,excellent,104485.0,SUV,3
10514,9490,2010.0,buick,like new,124853.0,SUV,3
10515,11990,2014.0,gmc,like new,118449.0,SUV,2
10520,3750,2004.0,honda,excellent,149959.0,SUV,2
10521,13995,2013.0,bmw,excellent,95955.0,SUV,3
10523,24200,2017.0,chevrolet,good,30935.0,other,3
10524,26300,2016.0,dodge,good,28538.0,other,3
10529,24800,2017.0,chevrolet,good,12172.0,coupe,3
10530,25500,2014.0,dodge,good,10739.0,coupe,3
10531,13800,2015.0,subaru,excellent,100881.0,SUV,1
10532,24995,2010.0,ford,excellent,124676.0,pickup,2
10533,22995,2016.0,ford,excellent,21863.0,coupe,2
10536,13995,2017.0,nissan,excellent,84981.0,sedan,1
10537,15495,2011.0,toyota,excellent,111880.0,SUV,1
10538,12995,2008.0,lexus,excellent,169041.0,sedan,2
10539,8495,2007.0,honda,excellent,133968.0,mini-van,2
10540,7995,2013.0,ford,excellent,74003.0,sedan,2
10541,14995,2016.0,nissan,excellent,56688.0,sedan,1
10542,18995,2013.0,mercedes-benz,excellent,74959.0,SUV,1
10543,15495,2016.0,dodge,excellent,82012.0,sedan,3
10544,15995,2014.0,jeep,excellent,124625.0,SUV,2
10546,28900,2015.0,ford,excellent,73732.0,pickup,2
10547,3800,2006.0,ford,excellent,129901.0,sedan,2
10549,19995,2017.0,dodge,excellent,38991.0,sedan,3
10550,14995,2014.0,bmw,excellent,114848.0,sedan,3
10551,12900,2013.0,hyundai,excellent,91660.0,SUV,2
10552,23900,2016.0,toyota,excellent,145753.0,SUV,1
10553,17500,2014.0,dodge,excellent,57406.0,SUV,3
10554,13500,2013.0,hyundai,excellent,67695.0,SUV,2
10555,15900,2015.0,chevrolet,excellent,67603.0,SUV,3
10556,19900,2017.0,ford,excellent,28943.0,coupe,2
10557,7900,2015.0,mazda,excellent,100133.0,sedan,1
10558,7500,2016.0,fiat,excellent,34261.0,hatchback,3
10562,19800,2017.0,chevrolet,good,22199.0,coupe,3
10566,24800,2017.0,chevrolet,good,31756.0,pickup,3
10567,23700,2014.0,ford,good,50585.0,pickup,2
10571,15995,2011.0,ford,excellent,150144.0,pickup,2
10572,10995,2007.0,chevrolet,excellent,175503.0,SUV,3
10573,0,2010.0,ford,excellent,37869.0,truck,2
10577,3750,2005.0,honda,excellent,209025.0,SUV,2
10582,4990,2007.0,volkswagen,excellent,116445.0,hatchback,1
10587,25600,2016.0,toyota,good,29656.0,other,1
10588,27100,2016.0,toyota,good,34260.0,other,1
10593,2750,2008.0,chevrolet,excellent,170256.0,sedan,3
10603,14900,2013.0,subaru,good,69479.0,wagon,1
10610,6490,2007.0,gmc,excellent,144552.0,SUV,2
10611,3100,2004.0,bmw,excellent,130145.0,sedan,3
10612,2995,2006.0,hyundai,excellent,152326.0,sedan,2
10613,0,2006.0,ford,excellent,170920.0,truck,2
10616,10000,1999.0,ford,good,88000.0,convertible,2
10618,5000,2010.0,volkswagen,good,102000.0,sedan,1
10619,4995,2009.0,toyota,excellent,160235.0,sedan,1
10626,2995,2009.0,hyundai,excellent,149975.0,sedan,2
10635,3900,2002.0,ford,excellent,84590.0,sedan,2
10637,26000,2018.0,toyota,good,21176.0,pickup,1
10639,1900,2002.0,ford,fair,148350.0,truck,2
10642,2400,2002.0,honda,excellent,230000.0,coupe,2
10644,2000,2003.0,dodge,good,169752.0,SUV,3
10650,9500,2004.0,cadillac,like new,93000.0,SUV,3
10651,7900,2011.0,honda,good,45132.0,hatchback,2
10653,5750,2006.0,bmw,excellent,153000.0,SUV,3
10656,7497,2007.0,ford,excellent,188872.0,SUV,2
10657,3497,2005.0,ford,excellent,167274.0,SUV,2
10658,9997,2008.0,ram,excellent,177960.0,pickup,1
10659,4797,2006.0,toyota,excellent,204053.0,mini-van,1
10660,5997,2002.0,chevrolet,excellent,208975.0,SUV,3
10661,4797,2001.0,chevrolet,excellent,165809.0,SUV,3
10662,3997,2004.0,ford,excellent,128953.0,SUV,2
10663,3497,2001.0,ford,excellent,170809.0,SUV,2
10664,0,2011.0,ram,excellent,68015.0,truck,1
10672,2900,2007.0,toyota,like new,218.0,hatchback,1
10676,6895,2010.0,honda,excellent,179800.0,mini-van,2
10677,10000,2006.0,lincoln,excellent,180000.0,pickup,2
10678,1500,2007.0,ford,good,150080.0,sedan,2
10681,25900,2019.0,ram,good,2896.0,pickup,1
10682,20700,2016.0,ford,good,15596.0,coupe,2
10693,16500,2007.0,chevrolet,excellent,139000.0,coupe,3
10701,11000,2008.0,toyota,good,155500.0,truck,1
10711,12600,2010.0,ford,excellent,132000.0,SUV,2
10714,12950,2011.0,ford,excellent,41000.0,truck,2
10716,5400,1999.0,ford,good,186000.0,pickup,2
10720,5900,2008.0,mini,like new,59000.0,coupe,1
10721,6450,2008.0,acura,excellent,162000.0,SUV,3
10722,5450,2008.0,honda,excellent,157000.0,SUV,2
10723,8995,2008.0,ford,good,176000.0,truck,2
10725,5900,2012.0,ford,excellent,102528.0,sedan,2
10731,3000,2006.0,hyundai,good,162000.0,sedan,2
10732,6500,2014.0,volkswagen,excellent,104000.0,sedan,1
10734,3000,2003.0,honda,excellent,197000.0,SUV,2
10738,3500,2007.0,nissan,excellent,128000.0,sedan,1
10740,5900,2010.0,honda,good,125300.0,coupe,2
10749,5495,2005.0,infiniti,excellent,126574.0,coupe,2
10759,9999,2016.0,toyota,good,83500.0,sedan,1
10785,9500,2005.0,chevrolet,excellent,131650.0,truck,3
10789,12500,2011.0,honda,excellent,44000.0,sedan,2
10797,0,2011.0,toyota,excellent,81000.0,sedan,1
10798,2100,2008.0,mercury,good,232870.0,sedan,1
10799,13300,2011.0,dodge,good,75175.0,coupe,3
10800,6992,2013.0,dodge,excellent,103714.0,sedan,3
10803,7075,2006.0,honda,good,144594.0,coupe,2
10804,10050,2011.0,nissan,excellent,86324.0,SUV,1
10805,3500,2001.0,mitsubishi,excellent,109104.0,SUV,1
10807,2000,2007.0,chrysler,fair,145000.0,hatchback,3
10809,2100,2008.0,mercury,good,232870.0,sedan,1
10811,0,2002.0,ford,excellent,248078.0,truck,2
10813,11720,2007.0,toyota,good,129872.0,truck,1
10814,5500,2007.0,saturn,good,126711.0,mini-van,1
10818,4995,2007.0,honda,excellent,146221.0,coupe,2
10819,5500,2006.0,bmw,excellent,140069.0,sedan,3
10820,4995,2008.0,ford,excellent,144193.0,SUV,2
10821,11077,2014.0,nissan,good,113777.0,SUV,1
10825,4995,2009.0,nissan,good,43529.0,hatchback,1
10826,10900,2015.0,honda,excellent,62700.0,wagon,2
10833,2995,2006.0,hyundai,excellent,123225.0,sedan,2
10836,7375,2013.0,mitsubishi,good,109110.0,sedan,1
10837,6995,2007.0,mercedes-benz,good,140519.0,SUV,1
10838,27880,2016.0,toyota,good,93438.0,truck,1
10841,2850,2006.0,honda,excellent,200000.0,coupe,2
10843,6995,2003.0,toyota,excellent,116129.0,SUV,1
10844,2995,2007.0,saturn,good,100479.0,sedan,1
10845,24998,2008.0,ford,like new,72.0,truck,2
10847,5200,2007.0,subaru,excellent,93000.0,wagon,1
10848,4600,2011.0,subaru,excellent,170000.0,sedan,1
10851,5500,2008.0,nissan,excellent,126000.0,van,1
10853,4500,2005.0,cadillac,excellent,114936.0,sedan,3
10859,7997,2007.0,ford,excellent,129677.0,sedan,2
10860,6997,2006.0,chevrolet,excellent,179127.0,pickup,3
10862,6497,2008.0,nissan,excellent,169114.0,SUV,1
10863,6997,2006.0,gmc,excellent,223786.0,pickup,2
10864,0,2009.0,mitsubishi,excellent,138360.0,sedan,1
10865,4497,2009.0,toyota,excellent,177217.0,hatchback,1
10870,4995,2006.0,ford,good,118597.0,convertible,2
10873,5000,2007.0,toyota,excellent,156200.0,sedan,1
10874,6995,2010.0,buick,good,152229.0,SUV,3
10876,5000,2007.0,toyota,excellent,142400.0,sedan,1
10877,3100,2009.0,kia,excellent,142302.0,SUV,2
10878,3250,2005.0,subaru,excellent,171256.0,hatchback,1
10879,8000,2007.0,toyota,excellent,153500.0,SUV,1
10880,5500,2005.0,toyota,excellent,120000.0,sedan,1
10881,5000,2010.0,nissan,excellent,116500.0,sedan,1
10882,2750,2005.0,hyundai,excellent,169536.0,SUV,2
10883,3750,2008.0,hyundai,good,142000.0,sedan,2
10888,1200,1998.0,mercedes-benz,good,223000.0,sedan,1
10906,7750,2013.0,ford,like new,39850.0,sedan,2
10949,2995,2006.0,ford,good,204000.0,truck,2
10951,3200,2006.0,buick,excellent,120400.0,sedan,3
10954,16800,2018.0,chevrolet,good,37749.0,sedan,3
10955,15800,2013.0,infiniti,good,88151.0,sedan,2
10956,17600,2016.0,mazda,good,30622.0,sedan,1
10961,0,2013.0,nissan,excellent,72319.0,SUV,1
10964,500,1999.0,chevrolet,fair,210000.0,van,3
10967,0,2018.0,nissan,excellent,46049.0,sedan,1
10968,25000,2017.0,buick,good,45136.0,other,3
10969,27600,2017.0,jeep,good,24575.0,other,2
10971,850,2003.0,saturn,good,201000.0,sedan,1
10975,26300,2016.0,nissan,good,31148.0,pickup,1
10977,2800,2005.0,chrysler,excellent,93549.0,convertible,3
10978,0,2018.0,nissan,excellent,42525.0,sedan,1
10980,10990,2003.0,ram,good,179.0,truck,1
10985,26300,2015.0,toyota,good,51472.0,pickup,1
10987,0,2019.0,nissan,excellent,33867.0,sedan,1
10988,6500,2007.0,ford,excellent,145000.0,convertible,2
10989,9000,2008.0,cadillac,good,200000.0,SUV,3
10998,4880,2008.0,jeep,excellent,100056.0,SUV,2
10999,7575,2012.0,jeep,excellent,82072.0,SUV,2
11004,5990,2006.0,mazda,good,52611.0,wagon,1
11006,7375,2013.0,mitsubishi,good,109110.0,sedan,1
11007,24200,2014.0,nissan,good,17050.0,coupe,1
11008,20300,2011.0,chevrolet,good,69774.0,coupe,3
11011,16700,2016.0,nissan,good,31505.0,hatchback,1
11015,5500,2013.0,kia,good,127089.0,hatchback,2
11016,4500,2008.0,volkswagen,good,120589.0,hatchback,1
11018,0,2007.0,honda,excellent,118000.0,SUV,2
11019,2999,2004.0,honda,good,166000.0,coupe,2
11020,5675,2003.0,chevrolet,good,69706.0,van,3
11023,6995,2003.0,toyota,excellent,116129.0,SUV,1
11024,3499,2003.0,honda,good,185000.0,SUV,2
11025,0,2010.0,toyota,excellent,118000.0,hatchback,1
11028,7500,2008.0,ford,good,200167.0,truck,2
11030,6700,2004.0,ford,good,170754.0,truck,2
11031,19498,2012.0,ram,excellent,126.0,truck,1
11033,18000,2005.0,ford,good,119000.0,truck,2
11034,4995,2004.0,mini,good,44698.0,hatchback,1
11035,24300,2017.0,lincoln,good,48478.0,other,2
11036,28500,2016.0,cadillac,good,31896.0,other,3
11044,16500,2010.0,chevrolet,excellent,60000.0,pickup,3
11048,4900,2002.0,chevrolet,fair,133535.0,SUV,3
11053,3000,2005.0,nissan,excellent,142000.0,sedan,1
11057,5995,2013.0,chevrolet,excellent,123975.0,sedan,3
11058,4995,2008.0,ford,excellent,144193.0,SUV,2
11059,9500,2007.0,chevrolet,excellent,150569.0,truck,3
11063,4995,2007.0,ford,excellent,143562.0,SUV,2
11064,8000,2005.0,subaru,excellent,139000.0,pickup,1
11066,22498,2012.0,jeep,excellent,83.0,offroad,2
11075,4500,2009.0,mini,good,100000.0,coupe,1
11077,6200,2010.0,ford,good,36500.0,sedan,2
11081,27500,2015.0,ford,good,28786.0,coupe,2
11082,2500,2010.0,subaru,salvage,121000.0,SUV,1
11084,0,2010.0,subaru,excellent,118000.0,SUV,1
11088,26000,2014.0,ram,good,89696.0,pickup,1
11100,0,2001.0,chevrolet,excellent,117639.0,truck,3
11110,21400,2013.0,chevrolet,good,51171.0,pickup,3
11112,27100,2019.0,mazda,good,11011.0,other,1
11114,0,2012.0,honda,excellent,85000.0,coupe,2
11122,10500,2014.0,honda,excellent,86000.0,sedan,2
11123,12900,2011.0,dodge,excellent,84580.0,sedan,3
11129,15500,2016.0,toyota,good,62862.0,sedan,1
11134,7000,2002.0,ford,good,192000.0,SUV,2
11137,11500,2014.0,ram,good,181850.0,van,1
11140,5900,2004.0,ford,excellent,107000.0,convertible,2
11143,2700,2007.0,honda,good,172000.0,sedan,2
11144,0,2015.0,nissan,excellent,67001.0,sedan,1
11145,0,2017.0,nissan,excellent,46156.0,SUV,1
11146,0,2011.0,nissan,excellent,71136.0,sedan,1
11147,0,2016.0,dodge,excellent,59466.0,sedan,3
11148,0,2013.0,ford,excellent,89221.0,hatchback,2
11150,0,2018.0,hyundai,excellent,44979.0,SUV,2
11152,0,2019.0,nissan,excellent,2140.0,sedan,1
11154,0,2018.0,toyota,excellent,44324.0,sedan,1
11155,0,2016.0,jeep,excellent,49307.0,SUV,2
11167,5995,2013.0,chevrolet,excellent,123975.0,sedan,3
11169,4500,2008.0,volkswagen,good,120589.0,hatchback,1
11170,17000,2015.0,honda,excellent,35000.0,coupe,2
11173,0,2019.0,gmc,excellent,16670.0,SUV,2
11174,1600,2002.0,honda,good,240000.0,van,2
11175,29655,2018.0,ford,excellent,8912.0,van,2
11176,9999,2010.0,ford,like new,30000.0,sedan,2
11178,25877,2018.0,ford,excellent,8805.0,van,2
11179,13900,2013.0,honda,good,54442.0,sedan,2
11180,15200,2016.0,chevrolet,good,40533.0,sedan,3
11181,0,2017.0,hyundai,excellent,45904.0,sedan,2
11182,7890,2005.0,ram,excellent,129073.0,truck,1
11184,5675,2003.0,chevrolet,good,69706.0,van,3
11185,5600,2006.0,jeep,good,188083.0,offroad,2
11188,0,2016.0,dodge,excellent,59466.0,sedan,3
11189,6995,2008.0,jeep,good,108513.0,SUV,2
11190,4995,2004.0,mini,good,44698.0,hatchback,1
11199,12000,2007.0,ram,excellent,128252.0,pickup,1
11202,6997,2006.0,nissan,excellent,178508.0,pickup,1
11203,18800,2017.0,honda,good,24610.0,coupe,2
11206,13300,2011.0,dodge,good,75175.0,coupe,3
11207,7075,2006.0,honda,good,144594.0,coupe,2
11214,7000,2011.0,kia,excellent,132780.0,SUV,2
11215,4995,2008.0,ford,excellent,144193.0,SUV,2
11220,2575,2008.0,nissan,excellent,119000.0,sedan,1
11227,28600,2014.0,jaguar,good,50241.0,coupe,2
11233,5500,2013.0,kia,good,127089.0,hatchback,2
11234,6500,2008.0,kia,excellent,108025.0,SUV,2
11238,2475,2003.0,toyota,excellent,189000.0,coupe,1
11239,3500,1998.0,jeep,excellent,184000.0,SUV,2
11240,3997,2011.0,ford,excellent,182312.0,sedan,2
11241,5200,2008.0,mini,excellent,100092.0,hatchback,1
11242,15995,2011.0,ford,excellent,150144.0,pickup,2
11243,10995,2007.0,chevrolet,excellent,175503.0,SUV,3
11244,10595,2012.0,acura,excellent,123502.0,sedan,3
11246,6995,2003.0,toyota,excellent,116129.0,SUV,1
11249,6995,2010.0,mazda,excellent,97659.0,hatchback,1
11254,14400,2018.0,volkswagen,good,18904.0,sedan,1
11255,6225,2016.0,nissan,like new,119000.0,sedan,1
11256,24100,2013.0,chevrolet,good,55315.0,pickup,3
11257,20200,2016.0,ford,good,29556.0,pickup,2
11263,8900,2016.0,hyundai,good,54000.0,sedan,2
11265,4837,2015.0,mitsubishi,excellent,90456.0,hatchback,1
11266,8970,2008.0,honda,good,153000.0,truck,2
11278,2100,2004.0,nissan,good,187071.0,SUV,1
11279,23200,2014.0,ram,good,25176.0,pickup,1
11280,14900,2015.0,toyota,like new,92000.0,mini-van,1
11285,2500,2006.0,chevrolet,excellent,171890.0,sedan,3
11286,5995,2004.0,toyota,excellent,176285.0,SUV,1
11287,5995,2008.0,honda,excellent,156569.0,sedan,2
11288,13995,2013.0,gmc,excellent,159979.0,SUV,2
11293,3200,2001.0,honda,good,168350.0,sedan,2
11295,3850,1999.0,mazda,good,230000.0,pickup,1
11296,3000,2005.0,volvo,good,180000.0,SUV,1
11297,4999,2012.0,nissan,excellent,165612.0,sedan,1
11298,5800,2000.0,chevrolet,excellent,112000.0,van,3
11299,1200,2003.0,nissan,fair,164704.0,sedan,1
11301,8800,2011.0,honda,excellent,95166.0,SUV,2
11309,10500,2009.0,honda,excellent,129480.0,SUV,2
11320,2900,2007.0,chrysler,excellent,179445.0,mini-van,3
11336,3899,2002.0,gmc,excellent,151632.0,SUV,2
11338,3399,2005.0,nissan,excellent,107344.0,sedan,1
11341,7800,2005.0,lexus,excellent,161000.0,SUV,2
11345,5900,2008.0,toyota,excellent,95400.0,sedan,1
11347,9950,2011.0,bmw,excellent,82000.0,coupe,3
11348,23950,2014.0,toyota,excellent,78789.0,SUV,1
11350,16200,2014.0,honda,good,41428.0,coupe,2
11351,29600,2017.0,toyota,good,21958.0,pickup,1
11370,23600,2015.0,toyota,good,41729.0,pickup,1
11371,23900,2018.0,ford,good,17084.0,pickup,2
11379,16900,2017.0,jeep,good,26859.0,other,2
11385,19000,2015.0,chevrolet,good,30990.0,coupe,3
11387,3500,2004.0,nissan,good,111500.0,sedan,1
11392,10000,2016.0,honda,excellent,23800.0,coupe,2
11406,23900,2014.0,ram,good,76014.0,pickup,1
11407,14900,2015.0,nissan,excellent,32000.0,sedan,1
11408,14500,2017.0,hyundai,like new,68000.0,SUV,2
11411,26998,2012.0,ford,excellent,160002.0,pickup,2
11416,29998,2018.0,ford,excellent,107855.0,pickup,2
11417,16600,2017.0,ford,good,29522.0,other,2
11418,15200,2014.0,nissan,good,103389.0,other,1
11419,17200,2017.0,ford,good,60159.0,other,2
11420,17500,2016.0,kia,good,32972.0,other,2
11421,17600,2017.0,chevrolet,good,38182.0,other,3
11422,19700,2014.0,jeep,good,103707.0,other,2
11425,21500,2014.0,gmc,excellent,49000.0,pickup,2
11426,8000,2005.0,jeep,good,191213.0,SUV,2
11430,11500,2014.0,jeep,excellent,76000.0,SUV,2
11432,20200,2013.0,acura,good,79803.0,other,3
11440,28800,2019.0,toyota,good,6593.0,pickup,1
11441,3200,2006.0,volvo,good,184000.0,wagon,1
11443,3999,2010.0,toyota,excellent,175773.0,sedan,1
11445,3250,2007.0,hyundai,good,193900.0,SUV,2
11446,16500,2017.0,jeep,good,33704.0,other,2
11448,3900,2009.0,ford,excellent,160000.0,sedan,2
11452,0,2014.0,jeep,excellent,46961.0,SUV,2
11454,5500,2002.0,ford,good,183000.0,pickup,2
11455,7500,2011.0,bmw,excellent,105000.0,sedan,3
11461,3150,2004.0,acura,excellent,175320.0,sedan,3
11462,2900,2008.0,chevrolet,excellent,210056.0,SUV,3
11463,3600,2009.0,subaru,excellent,165777.0,wagon,1
11464,3200,2011.0,mazda,excellent,212646.0,SUV,1
11465,3200,2011.0,mazda,excellent,212646.0,SUV,1
11466,20800,2018.0,jeep,good,14521.0,other,2
11467,3200,2000.0,volkswagen,excellent,64108.0,wagon,1
11470,2900,2007.0,chevrolet,excellent,132270.0,sedan,3
11471,3600,2006.0,audi,good,103565.0,wagon,3
11472,3500,2008.0,ford,like new,125746.0,wagon,2
11474,3100,2003.0,honda,excellent,179201.0,van,2
11475,19100,2015.0,mini,good,35650.0,coupe,1
11477,2800,2003.0,toyota,good,220000.0,sedan,1
11478,5400,2013.0,ford,excellent,172000.0,sedan,2
11479,0,2018.0,gmc,good,12849.0,pickup,2
11480,0,2014.0,ram,good,60094.0,pickup,1
11481,0,2018.0,gmc,good,12243.0,van,2
11482,0,2018.0,gmc,good,15239.0,pickup,2
11484,8190,2013.0,ford,excellent,92000.0,sedan,2
11487,5200,2006.0,honda,excellent,176.0,sedan,2
11488,4995,2006.0,toyota,excellent,108400.0,hatchback,1
