,price,year,manufacturer,condition,odometer,type,group
0,17899,2012.0,volkswagen,excellent,63500.0,hatchback,1
24,4600,2008.0,honda,good,110982.0,sedan,2
48,28000,2004.0,ford,good,67348.0,truck,2
52,18999,2015.0,mercedes-benz,excellent,37000.0,sedan,1
54,18999,2013.0,bmw,excellent,65000.0,coupe,3
57,2500,2004.0,ford,good,129000.0,coupe,2
63,29999,2012.0,mercedes-benz,excellent,83000.0,sedan,1
81,21999,2004.0,mercedes-benz,excellent,55000.0,convertible,1
109,12000,2015.0,volkswagen,like new,65000.0,sedan,1
112,4000,2011.0,nissan,excellent,110000.0,sedan,1
114,16999,2013.0,subaru,excellent,32000.0,coupe,1
115,22999,2017.0,subaru,excellent,39000.0,sedan,1
116,29999,2012.0,rover,excellent,61000.0,SUV,1
118,21999,2014.0,bmw,excellent,76000.0,sedan,3
120,24999,2016.0,bmw,excellent,56000.0,sedan,3
122,21999,2015.0,bmw,excellent,56000.0,sedan,3
123,14999,2005.0,bmw,excellent,43000.0,convertible,3
124,25999,2014.0,bmw,excellent,49000.0,SUV,3
125,28999,2017.0,ford,excellent,5000.0,coupe,2
137,14995,2010.0,ford,good,28656.0,coupe,2
139,10995,2011.0,gmc,good,135529.0,SUV,2
146,17500,2018.0,toyota,like new,33565.0,SUV,1
152,8845,2010.0,chevrolet,excellent,61700.0,sedan,3
153,8490,2015.0,mitsubishi,excellent,51712.0,hatchback,1
154,6445,2012.0,chevrolet,excellent,99587.0,sedan,3
155,7435,2004.0,ram,excellent,201312.0,pickup,1
157,5000,2003.0,toyota,good,209000.0,truck,1
158,10499,2008.0,saturn,good,89869.0,convertible,1
161,9995,2008.0,gmc,excellent,200000.0,pickup,2
163,29000,2014.0,ford,excellent,32000.0,pickup,2
164,7999,2006.0,ford,excellent,196000.0,truck,2
167,6500,1999.0,nissan,excellent,75400.0,pickup,1
170,4500,2004.0,volkswagen,like new,74000.0,hatchback,1
172,13500,2004.0,jeep,excellent,133287.0,SUV,2
175,8995,2013.0,nissan,excellent,130423.0,SUV,1
176,2400,2002.0,chevrolet,good,194956.0,SUV,3
177,7295,2007.0,hyundai,excellent,77580.0,SUV,2
178,3495,2006.0,pontiac,excellent,162033.0,convertible,1
179,3500,2009.0,toyota,excellent,191538.0,sedan,1
180,8400,2008.0,chevrolet,excellent,176353.0,SUV,3
181,3600,2006.0,mitsubishi,excellent,133000.0,sedan,1
182,4200,2006.0,honda,good,129046.0,wagon,2
191,22500,2016.0,ford,like new,46850.0,SUV,2
192,8300,2013.0,ford,excellent,116500.0,sedan,2
193,1700,1999.0,toyota,good,135000.0,sedan,1
200,21500,2008.0,gmc,excellent,224878.0,truck,2
201,16900,2017.0,toyota,like new,51300.0,SUV,1
203,12000,2012.0,ford,excellent,151000.0,truck,2
208,9000,2007.0,chevrolet,good,165000.0,SUV,3
209,11000,2001.0,jaguar,excellent,78000.0,convertible,2
250,7900,2005.0,lexus,excellent,130940.0,SUV,2
252,8600,2008.0,lexus,excellent,131000.0,sedan,2
254,5900,2006.0,ram,excellent,148000.0,truck,1
255,8000,2013.0,chevrolet,like new,89000.0,sedan,3
256,5200,2004.0,dodge,excellent,127465.0,SUV,3
257,9600,2006.0,ram,excellent,97205.0,truck,1
258,14255,2014.0,mini,excellent,34265.0,convertible,1
259,14995,2015.0,toyota,like new,43125.0,sedan,1
260,24800,2011.0,ram,excellent,150505.0,truck,1
261,14255,2008.0,ram,excellent,77235.0,truck,1
268,3999,2007.0,ford,excellent,98430.0,sedan,2
273,15350,2017.0,nissan,like new,40000.0,sedan,1
275,8300,2011.0,ford,excellent,109050.0,coupe,2
277,2000,1998.0,gmc,fair,214048.0,SUV,2
289,15000,2008.0,ford,good,140500.0,truck,2
305,9995,2012.0,honda,like new,8257.0,sedan,2
306,4895,2005.0,ford,good,66011.0,van,2
308,6995,2009.0,chevrolet,good,53577.0,truck,3
309,3300,2002.0,ford,excellent,191400.0,SUV,2
313,3700,1999.0,audi,excellent,131850.0,hatchback,3
314,9500,1999.0,chevrolet,excellent,157400.0,other,3
316,7500,2002.0,ford,good,128000.0,truck,2
318,8800,2007.0,gmc,good,175000.0,SUV,2
319,9000,2005.0,chevrolet,good,171000.0,truck,3
321,14255,2008.0,ram,like new,97205.0,truck,1
342,3600,2007.0,chrysler,excellent,138000.0,SUV,3
351,23500,2016.0,ford,excellent,5400.0,coupe,2
352,11480,2018.0,ford,like new,36286.0,hatchback,2
355,16500,2012.0,mitsubishi,excellent,111136.0,sedan,1
356,6995,2015.0,ford,excellent,40556.0,hatchback,2
357,5995,2013.0,ford,excellent,42565.0,hatchback,2
358,5995,2007.0,chevrolet,excellent,196380.0,truck,3
359,6495,2005.0,nissan,excellent,161627.0,SUV,1
360,4200,2011.0,ford,excellent,160772.0,SUV,2
361,3000,2006.0,kia,excellent,113819.0,SUV,2
362,2777,1998.0,lincoln,excellent,131337.0,sedan,2
363,3750,2000.0,dodge,excellent,137000.0,truck,3
364,3995,2002.0,ford,excellent,95559.0,truck,2
365,5995,2011.0,chevrolet,excellent,111303.0,sedan,3
366,3995,2008.0,hyundai,excellent,151818.0,sedan,2
367,5295,2009.0,ford,excellent,93435.0,sedan,2
368,2995,2000.0,chevrolet,excellent,186296.0,coupe,3
380,2450,2002.0,mazda,good,160000.0,truck,1
385,9895,2008.0,chevrolet,good,205805.0,truck,3
386,13895,2005.0,chevrolet,excellent,97347.0,truck,3
387,10795,2008.0,ford,good,93759.0,truck,2
391,8895,2007.0,ford,good,123283.0,truck,2
392,7995,2011.0,honda,good,28033.0,sedan,2
393,9995,2011.0,chevrolet,good,171089.0,SUV,3
394,18495,2009.0,chevrolet,good,73268.0,truck,3
395,9495,2008.0,chevrolet,good,205805.0,truck,3
396,7295,2009.0,chevrolet,good,53577.0,truck,3
399,15000,2017.0,ford,good,71000.0,convertible,2
407,11500,2008.0,chevrolet,excellent,136000.0,truck,3
420,0,2015.0,nissan,excellent,68100.0,hatchback,1
421,17900,2014.0,ford,excellent,102000.0,SUV,2
438,6199,2006.0,mercedes-benz,excellent,90478.0,sedan,1
439,13750,2004.0,ram,excellent,71000.0,pickup,1
446,27000,2015.0,toyota,excellent,80000.0,truck,1
449,7995,2005.0,ford,excellent,151000.0,truck,2
451,9650,2009.0,mercedes-benz,excellent,90000.0,sedan,1
454,15400,2009.0,ford,excellent,132000.0,pickup,2
455,10800,2013.0,acura,excellent,80300.0,sedan,3
456,5900,2010.0,mini,excellent,117000.0,convertible,1
476,5000,2002.0,subaru,excellent,181072.0,hatchback,1
479,11495,2014.0,volkswagen,excellent,54607.0,sedan,1
482,14599,2004.0,lexus,excellent,108349.0,SUV,2
483,11798,2010.0,buick,excellent,115007.0,SUV,3
484,19744,2014.0,chevrolet,excellent,112865.0,SUV,3
488,13377,2013.0,ford,excellent,120086.0,SUV,2
489,20757,2016.0,mercedes-benz,like new,49336.0,sedan,1
494,2950,2006.0,nissan,good,177100.0,sedan,1
554,6275,2011.0,hyundai,excellent,116400.0,sedan,2
555,5000,2003.0,ram,good,241100.0,truck,1
557,7900,2008.0,ram,excellent,230000.0,pickup,1
564,6000,2000.0,ford,good,207500.0,truck,2
565,20500,2015.0,mercedes-benz,excellent,40000.0,sedan,1
566,20000,2010.0,jeep,excellent,80665.0,wagon,2
569,1300,2009.0,chevrolet,fair,178784.0,sedan,3
574,5995,2003.0,ford,excellent,172255.0,pickup,2
577,400,2000.0,mazda,fair,168000.0,sedan,1
578,9500,2014.0,nissan,excellent,101000.0,sedan,1
579,3050,2007.0,volkswagen,excellent,143000.0,hatchback,1
582,19748,2008.0,ford,good,97813.0,truck,2
583,10381,2005.0,ram,good,105393.0,truck,1
584,10500,2007.0,chevrolet,good,168268.0,truck,3
591,3700,2008.0,dodge,good,132200.0,mini-van,3
593,5000,2010.0,toyota,excellent,107973.0,sedan,1
600,9995,2014.0,toyota,excellent,147107.0,sedan,1
601,8495,2014.0,volkswagen,excellent,131397.0,sedan,1
602,0,2012.0,volkswagen,excellent,130055.0,sedan,1
610,28000,2013.0,toyota,excellent,44000.0,SUV,1
614,13000,2012.0,honda,excellent,65000.0,SUV,2
615,7000,2008.0,bmw,like new,123500.0,sedan,3
637,9890,2014.0,mazda,excellent,18500.0,hatchback,1
640,3883,2000.0,toyota,excellent,61558.0,sedan,1
645,11777,2004.0,ford,excellent,129373.0,pickup,2
647,4499,2007.0,ford,excellent,178000.0,SUV,2
648,5500,2008.0,honda,excellent,157540.0,sedan,2
652,4500,2007.0,jeep,good,140000.0,SUV,2
664,1200,2002.0,ford,excellent,159600.0,sedan,2
665,14700,2016.0,subaru,excellent,69897.0,sedan,1
666,2000,2008.0,volvo,good,161000.0,SUV,1
667,3500,2005.0,chevrolet,good,147000.0,SUV,3
671,5000,2010.0,honda,good,67500.0,sedan,2
681,5995,2008.0,dodge,good,120000.0,van,3
685,4500,2013.0,ford,like new,135000.0,hatchback,2
689,3600,2008.0,hyundai,excellent,126000.0,sedan,2
693,4500,2012.0,chevrolet,excellent,116000.0,sedan,3
695,900,2007.0,subaru,fair,199349.0,hatchback,1
696,6850,2010.0,honda,excellent,125000.0,SUV,2
699,2600,2008.0,subaru,good,137000.0,SUV,1
700,9499,2012.0,toyota,good,152000.0,SUV,1
704,4200,2007.0,ford,good,119000.0,truck,2
709,15995,2016.0,toyota,excellent,50928.0,sedan,1
710,6995,2013.0,toyota,good,107000.0,sedan,1
711,500,2003.0,volkswagen,fair,148500.0,sedan,1
712,6995,2009.0,subaru,excellent,123913.0,SUV,1
714,6000,2004.0,ford,good,105000.0,truck,2
716,3999,2009.0,subaru,good,139000.0,SUV,1
723,11996,2014.0,subaru,good,88717.0,wagon,1
724,4996,2004.0,volvo,good,110305.0,wagon,1
725,6596,2012.0,mazda,good,96078.0,hatchback,1
726,6596,2011.0,nissan,good,91832.0,sedan,1
727,9396,2013.0,chevrolet,good,119635.0,wagon,3
728,4996,2006.0,subaru,good,157015.0,wagon,1
729,5996,2007.0,honda,good,74196.0,sedan,2
730,6596,2011.0,subaru,good,129636.0,wagon,1
731,11996,2012.0,buick,good,91896.0,wagon,3
732,9596,2015.0,kia,good,97129.0,sedan,2
733,8596,2014.0,dodge,good,90439.0,van,3
734,6996,2011.0,nissan,good,124565.0,wagon,1
735,8996,2009.0,honda,good,116671.0,wagon,2
736,5996,2008.0,toyota,good,147351.0,SUV,1
774,14490,2012.0,ford,good,80836.0,truck,2
788,6900,2004.0,lexus,good,16000.0,convertible,2
792,28990,2005.0,gmc,good,71635.0,truck,2
793,8500,2009.0,audi,good,153500.0,hatchback,3
794,2800,2003.0,ram,fair,101000.0,pickup,1
800,3500,2005.0,subaru,good,83000.0,SUV,1
807,4995,2006.0,toyota,good,199780.0,truck,1
808,8995,2013.0,ford,good,140000.0,SUV,2
810,3500,2008.0,toyota,excellent,155000.0,hatchback,1
811,8500,2008.0,bmw,excellent,124227.0,sedan,3
814,3800,2012.0,honda,good,130000.0,coupe,2
815,3000,2005.0,mercedes-benz,good,239648.0,sedan,1
816,13500,2013.0,toyota,excellent,78000.0,SUV,1
818,25450,2015.0,toyota,excellent,53000.0,truck,1
819,29490,2015.0,ford,good,112150.0,truck,2
820,11499,2017.0,subaru,excellent,123000.0,sedan,1
821,8999,2010.0,subaru,excellent,102000.0,wagon,1
822,6499,2008.0,volvo,excellent,140000.0,wagon,1
823,5999,2007.0,hyundai,excellent,98000.0,SUV,2
824,10999,2014.0,subaru,excellent,121000.0,wagon,1
825,9499,2015.0,nissan,like new,89349.0,SUV,1
826,15499,2015.0,honda,excellent,134000.0,SUV,2
827,9999,2010.0,ram,excellent,170000.0,truck,1
828,5499,2006.0,honda,excellent,75000.0,coupe,2
829,7999,2010.0,subaru,excellent,99000.0,wagon,1
830,10799,2016.0,nissan,excellent,74000.0,sedan,1
831,12499,2014.0,nissan,excellent,109000.0,SUV,1
832,6499,2011.0,subaru,excellent,112000.0,sedan,1
833,8999,2014.0,subaru,excellent,124000.0,wagon,1
834,9499,2015.0,volkswagen,excellent,102000.0,SUV,1
835,9999,2012.0,honda,excellent,131000.0,SUV,2
836,11999,2015.0,subaru,like new,93720.0,wagon,1
838,4999,2008.0,nissan,excellent,140000.0,sedan,1
839,7899,2013.0,volkswagen,excellent,127000.0,coupe,1
840,13999,2012.0,audi,excellent,99000.0,sedan,3
841,10499,2015.0,subaru,excellent,100000.0,sedan,1
843,5999,2009.0,toyota,excellent,129000.0,sedan,1
844,10499,2015.0,subaru,excellent,106000.0,sedan,1
845,5899,2013.0,kia,excellent,93000.0,hatchback,2
846,9999,2011.0,honda,excellent,143000.0,van,2
848,6999,2008.0,volvo,excellent,135000.0,wagon,1
852,2800,2008.0,chevrolet,good,154081.0,sedan,3
853,9500,2011.0,ram,excellent,165000.0,truck,1
854,15995,2008.0,cadillac,excellent,117000.0,SUV,3
855,19995,2015.0,ford,excellent,97000.0,pickup,2
857,11995,2011.0,honda,excellent,121000.0,mini-van,2
864,20990,2015.0,ford,good,134794.0,truck,2
872,13995,2009.0,toyota,good,92491.0,truck,1
874,13995,2009.0,toyota,excellent,148972.0,pickup,1
876,16995,2012.0,toyota,excellent,159000.0,pickup,1
877,13995,2014.0,volvo,excellent,103162.0,sedan,1
878,16995,2015.0,volvo,excellent,69308.0,sedan,1
879,10995,2013.0,volvo,excellent,120351.0,sedan,1
881,17995,2014.0,volvo,excellent,92040.0,SUV,1
882,15995,2013.0,volvo,excellent,90598.0,SUV,1
883,17495,2014.0,volvo,excellent,59993.0,SUV,1
884,13500,2013.0,bmw,excellent,68500.0,sedan,3
885,24869,2014.0,ford,good,54594.0,van,2
888,17983,2017.0,ram,good,24364.0,van,1
889,14987,2010.0,chevrolet,good,89976.0,van,3
890,6500,2012.0,subaru,good,110031.0,SUV,1
891,6495,2007.0,volvo,excellent,142000.0,SUV,1
893,8995,2012.0,chevrolet,excellent,133000.0,coupe,3
894,23900,2015.0,gmc,excellent,138000.0,pickup,2
895,2500,2004.0,jeep,good,148000.0,SUV,2
898,5995,2003.0,toyota,excellent,96604.0,sedan,1
899,2000,1998.0,subaru,good,215775.0,wagon,1
902,4295,2009.0,subaru,excellent,175000.0,sedan,1
905,3500,1998.0,lexus,excellent,165000.0,sedan,2
906,19990,2013.0,chevrolet,good,77755.0,truck,3
907,10995,2011.0,buick,excellent,42775.0,sedan,3
917,22900,2011.0,ford,excellent,54000.0,pickup,2
921,2900,2007.0,saturn,excellent,81403.0,sedan,1
924,4000,2006.0,chevrolet,good,249000.0,SUV,3
925,17995,2018.0,subaru,excellent,24200.0,SUV,1
926,17750,2017.0,honda,like new,30294.0,hatchback,2
927,19995,2017.0,subaru,excellent,20000.0,SUV,1
928,1500,2005.0,honda,good,202400.0,sedan,2
929,17900,2014.0,audi,good,102489.0,sedan,3
932,4500,2006.0,ford,good,165000.0,van,2
935,24495,2019.0,subaru,like new,10200.0,wagon,1
936,12499,2014.0,nissan,excellent,92750.0,SUV,1
937,23995,2016.0,toyota,excellent,52200.0,truck,1
938,6995,2008.0,ford,excellent,123203.0,SUV,2
939,21495,2017.0,subaru,excellent,23000.0,wagon,1
940,23495,2018.0,subaru,like new,13000.0,wagon,1
941,15495,2016.0,subaru,excellent,30275.0,sedan,1
942,22760,2014.0,chevrolet,good,74785.0,truck,3
943,19495,2017.0,subaru,excellent,21600.0,wagon,1
945,16995,2018.0,subaru,excellent,37000.0,SUV,1
957,9500,2011.0,bmw,excellent,90000.0,sedan,3
960,4400,2002.0,chevrolet,fair,82000.0,truck,3
967,10995,2013.0,volkswagen,excellent,44000.0,wagon,1
968,19995,2012.0,cadillac,excellent,121000.0,pickup,3
969,14995,2010.0,chevrolet,excellent,141000.0,SUV,3
973,14995,2013.0,honda,excellent,111000.0,SUV,2
975,23995,2018.0,ford,like new,14000.0,van,2
978,21995,2014.0,gmc,excellent,125000.0,pickup,2
979,10995,2011.0,bmw,excellent,71000.0,coupe,3
980,10995,2007.0,toyota,excellent,177000.0,pickup,1
981,4596,2010.0,chevrolet,good,124946.0,sedan,3
982,9596,2015.0,kia,good,97129.0,sedan,2
983,11996,2012.0,buick,good,91896.0,wagon,3
984,4996,2006.0,subaru,good,157015.0,wagon,1
985,9396,2013.0,chevrolet,good,119635.0,wagon,3
986,6996,2011.0,nissan,good,124565.0,wagon,1
987,8996,2009.0,honda,good,116671.0,wagon,2
988,8995,2012.0,toyota,excellent,153000.0,mini-van,1
991,9995,2002.0,ford,excellent,111000.0,convertible,2
992,7995,2012.0,ford,excellent,97000.0,SUV,2
993,15995,2011.0,toyota,excellent,135000.0,truck,1
995,13995,2011.0,audi,excellent,103000.0,SUV,3
999,6995,2006.0,nissan,excellent,165000.0,SUV,1
1000,6995,2004.0,ram,excellent,130936.0,pickup,1
1001,17995,2009.0,ram,excellent,84000.0,pickup,1
1002,1700,2006.0,volvo,good,113000.0,wagon,1
1003,13800,2016.0,ford,like new,101098.0,SUV,2
1004,17990,2009.0,ford,good,76334.0,truck,2
1006,12990,1998.0,ford,good,26375.0,truck,2
1007,4900,2003.0,gmc,good,120000.0,truck,2
1008,21990,2014.0,ram,good,121437.0,truck,1
1010,16990,2013.0,chevrolet,good,174100.0,truck,3
1013,26990,2006.0,gmc,good,58106.0,truck,2
1014,12990,1999.0,ford,good,30728.0,truck,2
1015,19990,2006.0,gmc,good,33285.0,truck,2
1017,15990,2013.0,ford,good,69357.0,truck,2
1019,4490,2010.0,kia,good,118200.0,SUV,2
1020,24990,2016.0,ford,good,113440.0,truck,2
1021,15490,2011.0,chevrolet,good,102532.0,truck,3
1022,10490,2009.0,chevrolet,good,103523.0,van,3
1027,15990,2005.0,toyota,good,66697.0,truck,1
1028,8990,2006.0,ford,good,105429.0,van,2
1030,8490,2003.0,toyota,good,104662.0,truck,1
1031,17990,2016.0,ford,good,122637.0,truck,2
1032,21990,2013.0,chevrolet,good,99748.0,truck,3
1033,23990,2015.0,chevrolet,good,118710.0,truck,3
1034,17990,2015.0,chevrolet,good,113346.0,truck,3
1035,17990,2016.0,ford,good,122974.0,truck,2
1036,29990,2011.0,ford,good,17037.0,bus,2
1037,22990,2018.0,ford,good,17288.0,truck,2
1038,18990,2015.0,chevrolet,good,103335.0,truck,3
1040,17990,2015.0,ram,good,72565.0,truck,1
1041,15990,2012.0,ford,good,113419.0,truck,2
1047,16990,2008.0,ford,good,28462.0,truck,2
1048,16490,2012.0,ford,good,68289.0,truck,2
1049,24990,2015.0,ford,good,102354.0,truck,2
1050,14990,2014.0,jeep,good,76638.0,SUV,2
1055,5250,2010.0,subaru,good,163000.0,SUV,1
1064,6295,2008.0,nissan,excellent,141.0,SUV,1
1065,15995,2014.0,audi,excellent,94217.0,wagon,3
1066,14995,2014.0,volvo,excellent,125528.0,SUV,1
1067,8995,2008.0,ford,excellent,77412.0,SUV,2
1068,4800,2006.0,subaru,good,143000.0,wagon,1
1070,4695,2006.0,cadillac,excellent,94000.0,sedan,3
1071,499,1998.0,mazda,fair,163614.0,sedan,1
1075,10495,2012.0,nissan,excellent,104613.0,other,1
1081,5295,2004.0,volvo,excellent,148000.0,SUV,1
1082,3995,2003.0,saturn,excellent,55000.0,SUV,1
1083,12900,2014.0,subaru,excellent,68121.0,wagon,1
1087,6900,2008.0,volkswagen,excellent,107000.0,coupe,1
1091,10995,2011.0,audi,excellent,121090.0,wagon,3
1092,7995,2010.0,ford,excellent,101484.0,SUV,2
1098,5980,2008.0,jeep,excellent,116000.0,SUV,2
1100,6250,2011.0,toyota,excellent,107054.0,coupe,1
1117,9000,2006.0,ram,good,151000.0,pickup,1
1118,6995,2006.0,toyota,excellent,141477.0,SUV,1
1121,13500,2008.0,toyota,excellent,97000.0,pickup,1
1122,5999,2011.0,subaru,excellent,127000.0,sedan,1
1135,10200,2010.0,volvo,good,81500.0,SUV,1
1136,2999,2013.0,kia,excellent,139000.0,sedan,2
1137,6750,2005.0,ford,excellent,50000.0,pickup,2
1139,9000,2014.0,nissan,excellent,32473.0,hatchback,1
1140,4995,2006.0,toyota,good,199780.0,truck,1
1147,9500,2011.0,jeep,excellent,124000.0,SUV,2
1148,2000,2002.0,chevrolet,good,165609.0,truck,3
1152,5000,2012.0,mazda,good,92300.0,mini-van,1
1156,7995,2010.0,chevrolet,excellent,107934.0,SUV,3
1157,2650,2008.0,nissan,good,94000.0,sedan,1
1158,2400,2009.0,chevrolet,excellent,90000.0,hatchback,3
1159,5800,2005.0,toyota,good,148000.0,SUV,1
1160,7500,2012.0,honda,excellent,102000.0,coupe,2
1162,4250,2007.0,chevrolet,excellent,90000.0,sedan,3
1163,14000,2015.0,toyota,like new,89000.0,SUV,1
1164,6750,2014.0,kia,excellent,89000.0,mini-van,2
1165,6650,2009.0,jeep,like new,130000.0,SUV,2
1166,14950,2013.0,ford,excellent,107000.0,truck,2
1168,1000,2006.0,volvo,fair,214000.0,sedan,1
1169,13800,2012.0,nissan,excellent,65000.0,truck,1
1173,5750,2009.0,toyota,excellent,142300.0,sedan,1
1174,15500,2017.0,ram,excellent,32000.0,van,1
1176,2000,1998.0,volvo,good,227000.0,wagon,1
1177,11995,2008.0,jeep,excellent,110399.0,SUV,2
1178,5995,2014.0,volkswagen,excellent,94500.0,sedan,1
1182,11500,2008.0,toyota,good,144000.0,truck,1
1188,18998,2011.0,ram,good,68645.0,truck,1
1189,7498,2010.0,ford,good,145750.0,SUV,2
1190,4998,2011.0,nissan,good,127775.0,sedan,1
1191,5998,2007.0,subaru,good,92059.0,wagon,1
1192,4998,2008.0,nissan,good,176857.0,coupe,1
1193,7498,2015.0,ford,good,154852.0,sedan,2
1197,2795,2001.0,honda,good,170979.0,coupe,2
1198,8999,2008.0,chevrolet,excellent,165000.0,van,3
1200,21000,2014.0,gmc,excellent,74000.0,truck,2
1206,24550,2008.0,chevrolet,good,61563.0,truck,3
1207,29995,2016.0,ford,excellent,36670.0,pickup,2
1210,22995,2017.0,toyota,excellent,38744.0,pickup,1
1213,0,2012.0,ford,good,134345.0,sedan,2
1215,7600,2010.0,nissan,good,141000.0,SUV,1
1216,0,2009.0,mitsubishi,good,92026.0,sedan,1
1217,0,2008.0,chevrolet,good,104482.0,truck,3
1218,0,2006.0,toyota,good,185919.0,truck,1
1219,0,2008.0,volvo,good,155447.0,sedan,1
1220,25000,2014.0,ram,excellent,174000.0,pickup,1
1222,0,2014.0,kia,good,59384.0,sedan,2
1224,0,2011.0,nissan,good,151008.0,SUV,1
1225,0,2002.0,volvo,good,187880.0,other,1
1231,7800,2008.0,ford,excellent,190000.0,pickup,2
1232,22500,2012.0,ford,excellent,182000.0,pickup,2
1233,1500,2001.0,gmc,fair,63203.0,van,2
1234,9500,2007.0,gmc,good,128400.0,truck,2
1236,1900,2005.0,hyundai,good,151235.0,SUV,2
1239,3000,2004.0,toyota,good,172578.0,hatchback,1
1241,17500,2009.0,gmc,excellent,12899.0,pickup,2
1242,3500,2000.0,dodge,good,114000.0,SUV,3
1246,16000,2012.0,toyota,good,55350.0,truck,1
1260,7995,2005.0,toyota,excellent,155239.0,SUV,1
1264,19995,2018.0,gmc,like new,63643.0,SUV,2
1265,14995,2004.0,ford,excellent,47068.0,convertible,2
1266,6495,2015.0,ford,good,245000.0,SUV,2
1267,14995,2016.0,nissan,like new,38002.0,sedan,1
1268,7200,2010.0,toyota,good,79000.0,hatchback,1
1269,6495,2014.0,ford,good,195000.0,SUV,2
1271,1850,2004.0,volvo,good,193600.0,wagon,1
1272,23995,2016.0,dodge,excellent,49579.0,coupe,3
1274,6995,2005.0,ford,good,70000.0,truck,2
1275,14995,2016.0,hyundai,excellent,35994.0,sedan,2
1276,2995,2007.0,chevrolet,good,112000.0,sedan,3
1280,23995,2015.0,chevrolet,excellent,63703.0,pickup,3
1282,1000,2001.0,jeep,good,202000.0,SUV,2
1283,4000,2006.0,bmw,good,200000.0,sedan,3
1284,11995,2014.0,kia,excellent,68351.0,SUV,2
1296,3500,2011.0,dodge,excellent,145000.0,sedan,3
1302,15300,2014.0,acura,good,100338.0,SUV,3
1303,27900,2012.0,gmc,excellent,143000.0,pickup,2
1304,13995,2017.0,ford,excellent,64743.0,SUV,2
1306,11995,2010.0,nissan,excellent,127524.0,pickup,1
1309,20000,2011.0,ford,excellent,189000.0,pickup,2
1310,14998,2009.0,toyota,excellent,130630.0,truck,1
1311,17998,2017.0,volkswagen,excellent,31557.0,SUV,1
1312,7995,2009.0,subaru,excellent,121356.0,SUV,1
1313,17998,2012.0,ford,excellent,96998.0,truck,2
1316,13998,2016.0,mazda,excellent,24870.0,sedan,1
1317,12998,2009.0,ram,excellent,100929.0,truck,1
1320,13998,2016.0,nissan,excellent,24365.0,sedan,1
1321,16598,2016.0,nissan,excellent,28024.0,SUV,1
1322,23998,2016.0,mercedes-benz,excellent,48400.0,sedan,1
1323,12998,2017.0,volkswagen,excellent,57078.0,sedan,1
1325,24998,2016.0,audi,excellent,34900.0,SUV,3
1327,7998,2010.0,nissan,excellent,117369.0,SUV,1
1328,8998,2006.0,nissan,excellent,128188.0,SUV,1
1329,6998,2007.0,audi,excellent,101669.0,convertible,3
1331,16998,2011.0,nissan,excellent,74097.0,truck,1
1332,13998,2016.0,mazda,excellent,24849.0,sedan,1
1333,4950,2004.0,toyota,good,118876.0,SUV,1
1334,20998,2014.0,honda,excellent,83313.0,truck,2
1335,10998,2013.0,dodge,excellent,84894.0,van,3
1336,12998,2014.0,toyota,excellent,96035.0,truck,1
1337,18998,2012.0,ram,excellent,79284.0,truck,1
1339,10950,2013.0,dodge,good,97368.0,van,3
1340,7998,2012.0,nissan,excellent,62445.0,hatchback,1
1341,15998,2014.0,honda,excellent,83736.0,SUV,2
1344,21998,2016.0,bmw,excellent,27549.0,sedan,3
1345,20998,2015.0,jeep,excellent,52822.0,SUV,2
1346,19998,2011.0,ram,excellent,88901.0,truck,1
1348,16998,2016.0,nissan,excellent,47081.0,SUV,1
1349,14998,2019.0,nissan,excellent,5.0,sedan,1
1350,13998,2013.0,bmw,excellent,94770.0,SUV,3
1351,8998,2013.0,dodge,excellent,72304.0,sedan,3
1353,14998,2019.0,nissan,excellent,5.0,sedan,1
1355,19598,2018.0,dodge,excellent,37589.0,van,3
1356,21998,2016.0,bmw,excellent,27549.0,sedan,3
1357,18598,2018.0,dodge,excellent,35314.0,van,3
1358,15998,2016.0,nissan,excellent,47081.0,SUV,1
1360,26998,2016.0,rover,excellent,42258.0,SUV,1
1362,18998,2013.0,chevrolet,excellent,117350.0,truck,3
1364,23998,2016.0,mercedes-benz,excellent,36039.0,sedan,1
1365,18999,2016.0,mazda,excellent,35045.0,SUV,1
1367,15998,2014.0,gmc,excellent,23790.0,truck,2
1369,24998,2019.0,nissan,excellent,13625.0,SUV,1
1370,11598,2015.0,nissan,excellent,64274.0,sedan,1
1371,16998,2010.0,ram,excellent,99442.0,truck,1
1372,29995,2017.0,gmc,excellent,31612.0,pickup,2
1374,21998,2017.0,chevrolet,excellent,42211.0,van,3
1375,18598,2018.0,dodge,excellent,35314.0,van,3
1376,21998,2019.0,nissan,excellent,17074.0,SUV,1
1377,18598,2018.0,dodge,excellent,35314.0,van,3
1378,21998,2015.0,infiniti,excellent,36647.0,sedan,2
1379,23998,2016.0,mercedes-benz,excellent,48400.0,sedan,1
1380,24998,2016.0,audi,excellent,32348.0,SUV,3
1381,13998,2016.0,nissan,excellent,24365.0,sedan,1
1382,18998,2014.0,ram,excellent,80882.0,truck,1
1383,21998,2016.0,nissan,excellent,33558.0,truck,1
1384,3398,2010.0,chevrolet,excellent,158739.0,sedan,3
1385,14998,2019.0,nissan,excellent,4358.0,sedan,1
1386,14998,2019.0,nissan,excellent,2949.0,sedan,1
1387,5998,2009.0,mazda,excellent,152963.0,SUV,1
1388,17998,2014.0,ram,excellent,60098.0,truck,1
